ADM0_NAME,ADM1_NAME,ADM2_NAME,Income_Category,Income_SubCategory,Income_Month,Income_Year,IncomeValue,Indicator_Type,Income_DataSource
Burundi,Mwaro,,Labor - Daily/Unskilled - Mixed,0,7,2008,8.208624347,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Mwaro,,Non-Wage - Aid/Welfare,0,7,2008,2.045517213,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Mwaro,,Ntrl Rsrc - Mining/Forestry,0,7,2008,0.408571885,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Agro - Food&Cash Crop,0,7,2008,46.09763091,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,AgroCmrc - Food Processing,0,7,2008,4.484792222,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,AgroCmrc - Trade/Wholesale,0,7,2008,2.125750723,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Commerce - Business/Trading,0,7,2008,0.606889834,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Commerce - Petty Trade,0,7,2008,20.35694933,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Labor - Daily/Unskilled - Agro,0,7,2008,10.79679711,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Labor - Daily/Unskilled - Mixed,0,7,2008,14.20320699,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Non-Wage - Aid/Welfare,0,7,2008,1.00169733,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ngozi,,Ntrl Rsrc - Mining/Forestry,0,7,2008,0.326285562,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Agro - Food&Cash Crop,0,7,2008,28.54419314,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,AgroCmrc - Food Processing,0,7,2008,0.528710366,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,AgroCmrc - Trade/Wholesale,0,7,2008,8.210364944,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Commerce - Business/Trading,0,7,2008,1.985730411,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Commerce - Petty Trade,0,7,2008,23.97025243,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Labor - Daily/Unskilled - Agro,0,7,2008,18.99055056,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Labor - Daily/Unskilled - Mixed,0,7,2008,16.53449147,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Non-Wage - Aid/Welfare,0,7,2008,0.205949514,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Rutana,,Other,0,7,2008,1.029757161,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Agro - Food&Cash Crop,0,7,2008,42.09559908,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,AgroCmrc - Food Processing,0,7,2008,2.137155005,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,AgroCmrc - Trade/Wholesale,0,7,2008,3.449453685,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Commerce - Business/Trading,0,7,2008,0.239069713,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Commerce - Petty Trade,0,7,2008,6.654834938,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Labor - Daily/Unskilled - Agro,0,7,2008,36.08110524,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Labor - Daily/Unskilled - Mixed,0,7,2008,7.894129382,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Non-Wage - Aid/Welfare,0,7,2008,0.492370568,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Ntrl Rsrc - Mining/Forestry,0,7,2008,0.330144058,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,Ruyigi,,Other,0,7,2008,0.626138341,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Agro - Food&Cash Crop,0,7,2008,33.91089263,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,AgroCmrc - Food Processing,0,7,2008,2.49122114,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,AgroCmrc - Trade/Wholesale,0,7,2008,4.599144763,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Commerce - Business/Trading,0,7,2008,2.335860263,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Commerce - Petty Trade,0,7,2008,17.58084244,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Labor - Daily/Unskilled - Agro,0,7,2008,20.79237531,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Labor - Daily/Unskilled - Mixed,0,7,2008,14.70455412,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Non-Wage - Aid/Welfare,0,7,2008,1.167814182,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Ntrl Rsrc - Mining/Forestry,0,7,2008,1.181378933,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Burundi,,,Other,0,7,2008,1.235916214,Baseline,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008"
Côte d'Ivoire,#Agneby,,Agro - Cash Crops,,6,2009,51.89964158,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Agneby,,Agro - Food Crops,,6,2009,24.58781362,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Agneby,,Commerce - Petty Trade,,6,2009,1.720430108,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Agneby,,Labor - Artisan/Skilled,,6,2009,11.97132616,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Agneby,,Labor - Daily/Unskilled - Mixed,,6,2009,4.086021505,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Agneby,,Labor - Salary/Regular,,6,2009,4.659498208,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Agneby,,Other,,6,2009,1.075268817,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Agro - Cash Crops,,6,2009,7.519788918,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Agro - Food Crops,,6,2009,71.76781003,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Agro - Livestock,,6,2009,1.253298153,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Commerce - Petty Trade,,6,2009,1.451187335,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Labor - Artisan/Skilled,,6,2009,5.013192612,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Labor - Daily/Unskilled - Mixed,,6,2009,11.60949868,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Bafing,,Other,,6,2009,1.385224274,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Agro - Cash Crops,,6,2009,62.89731051,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Agro - Food Crops,,6,2009,10.02444988,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Commerce - Petty Trade,,6,2009,9.229828851,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Labor - Artisan/Skilled,,6,2009,6.295843521,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Labor - Daily/Unskilled - Mixed,,6,2009,4.156479218,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Labor - Salary/Regular,,6,2009,5.501222494,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Fromager,,Other,,6,2009,1.894865526,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Agro - Cash Crops,,6,2009,71.87958884,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Agro - Food Crops,,6,2009,9.324522761,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Commerce - Petty Trade,,6,2009,2.202643172,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Labor - Artisan/Skilled,,6,2009,11.01321586,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Labor - Daily/Unskilled - Mixed,,6,2009,2.055800294,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Labor - Salary/Regular,,6,2009,1.248164464,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Haut-sassandra,,Other,,6,2009,2.276064611,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Agro - Cash Crops,,6,2009,65.43463381,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Agro - Food Crops,,6,2009,13.5523614,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Agro - Livestock,,6,2009,0.205338809,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Commerce - Petty Trade,,6,2009,3.559206023,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Labor - Artisan/Skilled,,6,2009,10.6091718,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Labor - Daily/Unskilled - Mixed,,6,2009,2.05338809,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Labor - Salary/Regular,,6,2009,1.779603012,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen Comoe,,Other,,6,2009,2.806297057,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Agro - Cash Crops,,6,2009,28.69822485,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Agro - Food Crops,,6,2009,13.49112426,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Commerce - Petty Trade,,6,2009,2.840236686,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Labor - Artisan/Skilled,,6,2009,42.4852071,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Labor - Daily/Unskilled - Mixed,,6,2009,5.147928994,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Labor - Salary/Regular,,6,2009,3.49112426,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Moyen-Cavally,,Other,,6,2009,3.846153846,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Agro - Cash Crops,,6,2009,25,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Agro - Food Crops,,6,2009,49.43820225,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Agro - Livestock,,6,2009,0.351123596,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Commerce - Petty Trade,,6,2009,1.615168539,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Labor - Artisan/Skilled,,6,2009,15.94101124,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Labor - Daily/Unskilled - Mixed,,6,2009,0.351123596,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Labor - Salary/Regular,,6,2009,5.688202247,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#N'zi Comoe,,Other,,6,2009,1.615168539,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Agro - Cash Crops,,6,2009,74.15342087,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Agro - Food Crops,,6,2009,6.357982032,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Commerce - Petty Trade,,6,2009,3.455425017,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Labor - Artisan/Skilled,,6,2009,8.845888044,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Labor - Daily/Unskilled - Mixed,,6,2009,2.142363511,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Labor - Salary/Regular,,6,2009,1.865929509,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Sud Bandama,,Other,,6,2009,3.178991016,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Agro - Cash Crops,,6,2009,46.71532847,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Agro - Food Crops,,6,2009,29.03487429,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Agro - Livestock,,6,2009,0.811030008,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Commerce - Petty Trade,,6,2009,5.596107056,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Labor - Artisan/Skilled,,6,2009,11.67883212,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Labor - Daily/Unskilled - Mixed,,6,2009,0.567721006,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Labor - Salary/Regular,,6,2009,2.757502028,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,#Worodougou,,Other,,6,2009,2.838605028,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Agro - Cash Crops,,6,2009,55.96002855,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Agro - Food Crops,,6,2009,5.781584582,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Commerce - Petty Trade,,6,2009,8.137044968,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Labor - Artisan/Skilled,,6,2009,11.84867951,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Labor - Daily/Unskilled - Mixed,,6,2009,10.13561742,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Labor - Salary/Regular,,6,2009,5.353319058,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Bas Sassandra,,Other,,6,2009,2.78372591,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Agro - Cash Crops,,6,2009,46.2585034,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Agro - Food Crops,,6,2009,12.77399849,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Agro - Livestock,,6,2009,0.680272109,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Commerce - Petty Trade,,6,2009,3.930461073,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Labor - Artisan/Skilled,,6,2009,23.35600907,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Labor - Daily/Unskilled - Mixed,,6,2009,2.418745276,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Labor - Salary/Regular,,6,2009,2.040816327,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Comoe,,Other,,6,2009,8.541194255,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Agro - Cash Crops,,6,2009,52.14211076,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Agro - Food Crops,,6,2009,29.04911181,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Agro - Livestock,,6,2009,0.888192268,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Commerce - Petty Trade,,6,2009,3.81400209,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Labor - Artisan/Skilled,,6,2009,12.69592476,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Labor - Daily/Unskilled - Mixed,,6,2009,0.731452456,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Labor - Salary/Regular,,6,2009,0.313479624,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Denguele,,Other,,6,2009,0.365726228,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Agro - Cash Crops,,6,2009,29.21960073,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Agro - Food Crops,,6,2009,36.7816092,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Commerce - Petty Trade,,6,2009,4.05323654,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Labor - Artisan/Skilled,,6,2009,22.92800968,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Labor - Daily/Unskilled - Mixed,,6,2009,1.270417423,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Labor - Salary/Regular,,6,2009,4.537205082,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lacs,,Other,,6,2009,1.209921355,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lagunes,,Agro - Cash Crops,,6,2009,42.15775159,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lagunes,,Agro - Food Crops,,6,2009,16.13780598,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lagunes,,Commerce - Petty Trade,,6,2009,1.450589302,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lagunes,,Labor - Artisan/Skilled,,6,2009,20.76155938,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
Côte d'Ivoire,Lagunes,,Labor - Daily/Unskilled - Mixed,,6,2009,3.626473255,Baseline,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d?Ivoire (CFSVA), 2009"
